id,name,role,created_at,updated_at
484,Billy Bob Thornton,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
435,BD Wong,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
582,Robin Wright,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
869,Robert Zemeckis,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1107,Christopher Atkins,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
295,Amitabh Bachchan,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1047,Raymond J. Barry,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
931,Kathy Bates,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1043,Steven Berkoff,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
25,Peter Bogdanovich,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
639,Josh Brolin,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
648,Ethan Coen,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
649,Joel Coen,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
504,Peter Coyote,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
463,Billy Crudup,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
930,William Fichtner,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
348,Sean Patrick Flanery,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
48,Louise Fletcher,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1103,William Forsythe,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
527,Elliott Gould,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
319,Kelsey Grammer,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
666,Ciarán Hinds,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
414,Ernie Hudson,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
23,John Huston,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
528,Derek Jacobi,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1067,Cloris Leachman,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
477,Jared Leto,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
945,John Lithgow,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
84,John Mahoney,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
85,Mary McDonnell,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
584,Connie Nielsen,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
450,Edward Norton,"Actor, Director",2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1192,Robert Patrick,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
734,Guy Pearce,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
796,Christopher Plummer,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
160,Linnea Quigley,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
862,Chris Rock,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
503,Robert Rodriguez,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
80,Eva Marie Saint,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
598,Wallace Shawn,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
147,Deborah Shelton,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
26,Susan Strasberg,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
861,Stanley Tucci,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
588,Ewen Bremner,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1115,Julian Glover,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
797,Diane Ladd,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1126,Alexander Skarsgård,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1162,Ron Gilbert,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
154,Kevin Williams,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
102,C. Ernst Harth,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
100,Gustavo Fernández,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1018,Brian Cox,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
951,Maria Herrera,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
859,Anne Hathaway,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1015,Clifton Collins Jr.,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
407,Hema Malini,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1019,Marisa Coughlan,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
597,Tate Donovan,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
850,Ben Foster,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
791,LisaGay Hamilton,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
552,Djimon Hounsou,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
926,Felicity Huffman,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
774,Stacy Keach,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
410,Sanaa Lathan,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
488,Dash Mihok,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
605,Elisabeth Moss,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1014,Seann William Scott,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1108,Alexis Thorpe,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
413,Lynn Whitfield,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
371,Karisma Kapoor,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
937,Brian Palermo,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1495,Philippe Leroy,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
55,André Szöts,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
681,Karimah Westbrook,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
89,John Bailey,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
400,Dev Anand,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
897,Peter Abbay,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1198,Amy Adams,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1020,Umie Aida,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
13,Luis Alarcón,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1160,Jane Alderman,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
369,Luis Aller,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
492,Tom Amandes,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
465,Michael Angarano,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1497,Francesca Antonelli,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
81,Alex Appel,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
917,Domiziano Arcangeli,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1042,David Arrow,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
268,Tadanobu Asano,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1104,Matthew Ashford,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1491,Richard Ashton,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1237,Vanessa Aspillaga,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
131,Pralhad Keshav Atre,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
362,Anna Azcona,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1512,Dinesh Babu,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
959,Dian Bachar,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
356,Tim Bagley,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
156,Nick Baldasare,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
88,Megan Banning,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
133,Rich Grosso,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
82,Nancy Beatty,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
733,Jamie Bell,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
920,Ettore Belmondo,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
338,Andrea Beltrão,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
412,Lyriq Bent,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
351,Michael Berryman,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
339,Paulo Betti,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
142,Victor Bevine,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
283,Tanikella Bharani,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
208,Ardhendu Mukherjee,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
72,Ashwini Bhave,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
225,Narasimha Rao Bhimavarapu,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
933,Jordan Black,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1147,Chris Blasman,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
346,Ricardo Blat,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
146,Wolfgang Bodison,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
569,Kim Bodnia,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1154,Holt Boggs,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
64,Fernando Bordeu,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
94,Alexandre Borges,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1529,Rasmus Botoft,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
864,Brian Bovell,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
342,Gabriel Braga Nunes,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
284,Brahmanandam,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1046,Jonathan Breck,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
551,Adam Brody,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
368,Manuel Bronchud,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
353,Brianna Brown,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
814,Matt Brown,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
242,Hans-Dieter Brückner,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
939,Tara Buck,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
877,Claus Bue,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
99,Aldo Bueno,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
44,Augusto Cabrita,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
457,Bobby Cannavale,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
20,Néstor Cantillana,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
243,Leonore Capell,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1494,Cristiana Capotondi,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
92,Marcos Caruso,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
111,Stephen James Carver,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1197,Henry Cavill,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
693,Justin Chadwick,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1010,Jay Chandrasekhar,"Actor, Director",2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
105,Ron Chartier,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
808,Dhritiman Chatterjee,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1481,Swatilekha Sengupta,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
106,Dmitry Chepovetsky,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
325,Peter Chew,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1044,Claudia Christian,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
541,Diana Cignoni,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
943,Jason Clarke,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
747,Richard Coca,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
960,Tim Colceri,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
322,Kay Cole,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
188,Douglas Coler,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1052,Bruno Coppola,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
144,Nicolas Coster,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
934,Doug Cox,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1355,Barbara Crampton,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
104,Chilton Crane,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1373,Donncha Crowley,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
630,Raymond Cruz,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
330,Chaoming Cui,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1060,Kaley Cuoco,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1051,Theodor Danetti,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1153,Buddy Daniels Friedman,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
893,Eddie Daniels,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
354,Kim Darby,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
701,Keith David,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
583,Lucy Davis,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
964,Tomi Davis,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
107,Bruce Dawson,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
923,Rosario Dawson,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
745,Danny De La Paz,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
210,Eucir de Souza,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
315,Raffaello Degruttola,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
782,Athena Demos,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
75,Kusum Deshpande,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
173,Charles Dierkop,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1227,Garret Dillahunt,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1217,Portia Doubleday,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1489,Sarah Douglas,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1178,John Ducey,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
599,Anh Duong,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
779,Deborah Dutch,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
65,Tommy Dysart,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
35,Marcial Edwards,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
473,Idris Elba,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
891,Chris Elwood,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
700,Mike Epps,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
294,Jean Epstein,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
743,Tonantzin Esparza,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
233,John Fairlie,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
442,Dakota Fanning,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
277,Peggy Faracy,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
96,James Faulkner,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
607,Peter Ferdinando,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
1158,Sandra Dee Robinson,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
748,Evelina Fernández,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
143,Davide Ferrario,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
347,Guilherme Fontes,Director,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
54,Deborah Foreman,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
278,Floyd Foster Jr.,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
27,Norman Foster,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
898,Vincent Foster,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
929,Rick Fox,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
318,Jeff Foxworthy,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
246,Michael Frank,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
93,Cássio Gabus Mendes,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
712,Johnny Galecki,Actor,2025-11-21T02:06:47.584989+00:00,2025-11-21T02:06:47.584989+00:00
